gene	parentterm	Sider_MI	Sider_drug	OT_MI	OT_maxPhaseForIndication	OT_drug	phenotype_omim	phenotype_coloc	phenotype_eqtl_Pheno	phenotype_coloc_tissue	phenotype_Pheno_hgmd	phenotype_Pheno_genebass	Opentargets_Pheno_eva	Opentargets_OTG_lessL2G	genescores_Tissuespecific_PT_V80.01	phenotype_eqtl_tissue	genescores_oe_dichotomized	genescoresum	Number_predictors	order	percent	category	parentterm_description	Clinvar_phenotype_description	Colocpheno_phenotype_description	Coloctissue_phenotype_description	Eqtlpheno_phenotype_description	Eqtltissue_phenotype_description	Genebass_phenotype_description	Hgmd_phenotype_description	Omim_phenotype_description	OTG_less_l2g_phenotype_description	Druggable_gene	OR_cutoff	therapeutic
BRWD1	575	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	1	0	0	1	1.01710970045953	3	6769194	98.7452463163054	digestive	Other biliary tract disease	0	0	Pancreas	0	0	0	0	0	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy) [subset analysis];Primary sclerosing cholangitis	Not druggable	4	0
OS9	335	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	1	0	1	0	1.0857876331602	3	6780339	98.9078233927188	neurological	Multiple sclerosis	0	0	WholeBlood	0	AdiposeVisceralOmentum;WholeBlood	0	0	0	Multiple sclerosis	Not druggable	5	0
TSGA13	250	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	0	1.28423042205845	2	6804122	99.2547566011836	endocrine/metabolic	Diabetes mellitus	0	0	0	0	0	Date E11 first reported (non-insulin-dependent diabetes mellitus)	0	0	Type 2 diabetes;Circulating leptin levels or type 2 diabetes;Type 2 diabetes (adjusted for BMI)	Not druggable	5	0
APOBEC3F	451	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	1	0	0	1.11277915490509	3	6786431	98.9966901086911	circulatory system	Phlebitis and thrombophlebitis	0	Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis	0	0	0	Date I80 first reported (phlebitis and thrombophlebitis)	0	0	0	Not druggable	5	0
HIF3A	495	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6760253	98.6148199690454	respiratory	Asthma	0	Non-cancer illness code, self-reported: asthma;Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma	0	0	0	Date J45 first reported (asthma)	0	0	0	Not druggable	4	0
ZNF77	495	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6810241	99.3440171781754	respiratory	Asthma	0	Non-cancer illness code, self-reported: asthma;Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma	ColonTransverse;Spleen;SmallIntestineTerminalIleum	0	0	Date J45 first reported (asthma)	0	0	0	Not druggable	5	0
GSS	362	NA	NA	NA	NA	NA	1	0	0	0	0	1	0	0	0	0	0	0.898567740457355	2	6735099	98.2478873732533	sense organs	Other retinal disorders	0	0	0	0	0	Date H36 first reported (retinal disorders in diseases classified elsewhere)	0	glutathione synthetase deficiency, 266130 (3)	0	DRUGGABLE GENOME	4	0
HOXD10	704	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	1	0	0	0	1.75774760216583	3	6841455	99.7993496916943	dermatologic	Diseases of hair and hair follicles	0	Hair/balding pattern: Pattern 2;Hair/balding pattern: Pattern 3;Hair/balding pattern: Pattern 4	MuscleSkeletal	0	0	0	0	0	Male-pattern baldness	Not druggable	6	0
TPSG1	401	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	1	1	0	0	1.9081949650624	4	6845298	99.8554092434805	circulatory system	Hypertension	0	Non-cancer illness code, self-reported: hypertension;Essential hypertension;Hypertension	Lung	0	0	0	0	0	Antihypertensive medication - note that there are other indications	DRUGGABLE GENOME	6	0
UBL7	550	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6816551	99.4360639571946	digestive	Abdominal hernia	0	Umbilical hernia;Abdominal hernia	AdiposeVisceralOmentum;ColonTransverse	0	0	Date K43 first reported (ventral hernia);Date K46 first reported (unspecified abdominal hernia)	0	0	0	Not druggable	5	0
MAFB	401	NA	NA	NA	NA	NA	1	0	0	0	0	1	0	0	0	0	0	0.898567740457355	2	6735548	98.2544371361344	circulatory system	Hypertension	0	0	0	0	0	Date I11 first reported (hypertensive heart disease)	0	multicentric carpotarsal osteolysis syndrome, 166300 (3)	0	Not druggable	4	0
DBF4	574	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	1	0	1	1.48281622141947	4	6832470	99.6682814968469	digestive	Cholelithiasis and cholecystitis	0	Diagnoses - main ICD10: K81 Cholecystitis	0	Cholelithiasis	0	0	0	0	0	DRUGGABLE GENOME	6	0
THADA	939	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6760713	98.6215301938234	dermatologic	Atopic/contact dermatitis due to other or unspecified	0	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	0	0	0	Date L25 first reported (unspecified contact dermatitis);Date L27 first reported (dermatitis due to substances taken internally);Date L23 first reported (allergic contact dermatitis)	0	0	0	Not druggable	4	0
GPR68	520	NA	NA	NA	NA	NA	1	0	0	0	1	0	0	0	0	0	0	1.14411036529961	2	6790892	99.0617647015919	digestive	Disorders of tooth development	0	0	0	0	0	0	amelogenesis imperfecta	amelogenesis imperfecta, hypomaturation type, iia6, 617217 (3)	0	DRUGGABLE GENOME	5	0
SERPINB8	550	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6806862	99.2947262009479	digestive	Abdominal hernia	0	Umbilical hernia	AdiposeVisceralOmentum	0	0	Date K42 first reported (umbilical hernia);Date K43 first reported (ventral hernia)	0	0	0	DRUGGABLE GENOME	5	0
TAP2	516	NA	NA	NA	NA	NA	0	0	1	1	0	0	0	0	0	1	0	1.18611761244409	3	6795605	99.1305153306755	respiratory	Abnormal sputum	0	0	AdiposeSubcutaneous;HeartAtrialAppendage;EsophagusGastroesophagealJunction	NA,Hemoptysis,Abnormal sputum,Bring up phlegm/sputum/mucus on most days	AdiposeSubcutaneous;EsophagusGastroesophagealJunction;HeartAtrialAppendage	0	0	0	0	DRUGGABLE GENOME	5	0
ZNF512	577	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	1	1.09385190398394	3	6781415	98.9235194837212	digestive	Diseases of pancreas	0	0	0	0	0	Date K85 first reported (acute pancreatitis)	0	0	Disorders of gallbladder, biliary tract and pancreas	Not druggable	5	0
RHBDD2	495	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6813875	99.3970279539212	respiratory	Asthma	0	Asthma	Spleen	0	0	Date J45 first reported (asthma)	0	0	0	Not druggable	5	0
P2RY11	272	NA	NA	NA	NA	NA	0	1	1	1	0	0	0	0	0	0	0	1.85807758144972	3	6844379	99.8420033813698	endocrine/metabolic	Disorders of lipoid metabolism	0	Non-cancer illness code, self-reported: high cholesterol;Hypercholesterolemia;Hyperlipidemia;Disorders of lipoid metabolism	ArteryTibial	Hypercholesterolemia,Hyperlipidemia	0	0	0	0	0	DRUGGABLE GENOME	6	0
FCN1	433	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6777078	98.8602537340213	circulatory system	Cerebrovascular disease	0	Non-cancer illness code, self-reported: stroke;Cerebrovascular disease	AdiposeSubcutaneous;BreastMammaryTissue;Thyroid	0	0	0	0	0	0	DRUGGABLE GENOME	5	0
ANKRD55	272	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	1	0	0	0	1.42241739731351	2	6826495	99.5811215119595	endocrine/metabolic	Disorders of lipoid metabolism	0	Non-cancer illness code, self-reported: high cholesterol	0	0	0	0	0	0	High cholesterol	Not druggable	5	0
CLEC16A	349	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6756050	98.5535089369983	neurological	Other and unspecified disorders of the nervous system	0	Non-cancer illness code, self-reported: other neurological problem	0	0	0	Date G96 first reported (other disorders of central nervous system)	0	0	0	Not druggable	4	0
HOMER3	427	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	1	1.10728347878633	4	6782904	98.9452401895784	circulatory system	Cardiac dysrhythmias	0	Non-cancer illness code, self-reported: heart arrhythmia;Non-cancer illness code, self-reported: atrial fibrillation	HeartAtrialAppendage	0	0	Date I48 first reported (atrial fibrillation and flutter);Date I46 first reported (cardiac arrest)	0	0	0	Not druggable	5	0
NOTCH4	740	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	1	0	1.175961411487	4	6792704	99.088197152239	musculoskeletal	Osteoarthrosis	0	Diagnoses - main ICD10: M17 Gonarthrosis [arthrosis of knee];Osteoarthrosis NOS	EsophagusMuscularis	0	BrainAnteriorcingulatecortexBA24;BrainFrontalCortexBA9;EsophagusMuscularis	Date M16 first reported (coxarthrosis [arthrosis of hip]);Date M17 first reported (gonarthrosis [arthrosis of knee])	0	0	0	DRUGGABLE GENOME	5	0
EIF3M	531	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6739788	98.3162879036528	digestive	Peptic ulcer (excl. esophageal)	0	Non-cancer illness code, self-reported: duodenal ulcer	0	0	0	Date K26 first reported (duodenal ulcer)	0	0	0	Not druggable	4	0
ALDH1L2	736	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6775517	98.8374827321118	musculoskeletal	Other acquired deformities of limbs	0	Diagnoses - main ICD10: M20 Acquired deformities of fingers and toes	BrainCerebellum;BrainCerebellarHemisphere	0	0	0	0	0	0	DRUGGABLE GENOME	5	0
CPZ	686	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6757059	98.5682276691742	dermatologic	Other local infections of skin and subcutaneous tissue	0	Carbuncle and furuncle	0	0	0	Date L01 first reported (impetigo)	0	0	0	DRUGGABLE GENOME	4	0
SMCR8	335	NA	NA	NA	NA	NA	0	0	0	1	0	1	0	1	0	0	0	1.61956062691077	3	6836394	99.7255226316918	neurological	Multiple sclerosis	0	0	WholeBlood	0	0	Date G35 first reported (multiple sclerosis)	0	0	Multiple sclerosis	Not druggable	6	0
AEBP1	366	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6810271	99.3444548015305	sense organs	Cataract	0	Cataract	ArteryAorta;ArteryTibial;EsophagusGastroesophagealJunction;EsophagusMuscularis;NerveTibial	0	0	Date H25 first reported (senile cataract);Date H26 first reported (other cataract)	0	0	0	DRUGGABLE GENOME	5	0
PLEKHO1	305	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	0	1.28423042205845	2	6803647	99.2478275647281	mental disorders	Eating disorder	0	0	0	0	0	Date F50 first reported (eating disorders)	0	0	Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)	Not druggable	5	0
VARS1	315	NA	NA	NA	NA	NA	1	0	0	0	1	0	0	0	0	0	0	1.14411036529961	2	6789842	99.046447884164	mental disorders	Develomental delays and disorders	0	0	0	0	0	0	epilepsy%2c mental retardation%2c short stature%2c growth hormone deficiency%2c and hypogonadism;neurodevelopmental disorder with microcephaly%2c seizures & cortical atrophy	neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy, 617802 (3)	0	DRUGGABLE GENOME	5	0
ATF6B	362	NA	NA	NA	NA	NA	0	0	1	1	0	0	0	0	0	1	0	1.18611761244409	3	6795572	99.1300339449849	sense organs	Other retinal disorders	0	0	AdiposeSubcutaneous;AdiposeVisceralOmentum;ArteryAorta;Liver	Retinal disorders in diseases classified elsewhere,Hereditary retinal dystrophies,Other retinal disorders	AdiposeSubcutaneous;AdiposeVisceralOmentum;ArteryAorta;Liver	0	0	0	0	Not druggable	5	0
CD300E	706	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6742549	98.3565638397657	dermatologic	Diseases of sebaceous glands	0	Diagnoses - main ICD10: L72 Follicular cysts of skin and subcutaneous tissue;Diseases of sebaceous glands	0	0	0	Date L72 first reported (follicular cysts of skin and subcutaneous tissue)	0	0	0	DRUGGABLE GENOME	4	0
PLD4	244	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6772096	98.7875790821871	endocrine/metabolic	Hypothyroidism	0	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	Spleen;WholeBlood	0	0	0	0	0	0	Not druggable	5	0
POM121L2	696	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	1	0	0	0	1.83448980569024	3	6843716	99.8323319052224	dermatologic	Psoriasis and related disorders	0	Non-cancer illness code, self-reported: psoriasis;Psoriasis vulgaris;Psoriasis;Psoriasis and related disorders	0	0	0	Date L40 first reported (psoriasis)	0	0	Psoriasis;Psoriasis | non-cancer illness code, self-reported	Not druggable	6	0
ADAMTS1	295	NA	NA	NA	NA	NA	0	0	0	0	1	1	0	0	0	0	0	1.06968744159571	2	6779154	98.890537270193	mental disorders	Schizophrenia and other psychotic disorders	0	0	0	0	0	Date F20 first reported (schizophrenia)	schizophrenia	0	0	DRUGGABLE GENOME	5	0
ACTA2	715	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	0	1.28423042205845	2	6800942	99.2083685255448	musculoskeletal	Other inflammatory spondylopathies	0	0	0	0	0	Date M45 first reported (ankylosing spondylitis)	0	0	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy) [subset analysis]	Not druggable	5	0
FOXC2	340	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	1	0	0	1.11277915490509	3	6785817	98.987733417357	neurological	Migraine	0	Non-cancer illness code, self-reported: migraine;Pain type(s) experienced in last month: Headache	0	0	0	Date G43 first reported (migraine)	0	0	0	Not druggable	5	0
ANKH	740	NA	NA	NA	NA	NA	1	0	0	1	0	1	0	0	0	0	0	1.23389794530968	3	6799252	99.1837157432084	musculoskeletal	Osteoarthrosis	0	0	BrainAnteriorcingulatecortexBA24	0	0	Date M16 first reported (coxarthrosis [arthrosis of hip])	0	chondrocalcinosis 2, 118600 (3)	0	Not druggable	5	0
RGL2	295	NA	NA	NA	NA	NA	0	0	0	0	1	1	0	0	0	0	0	1.06968744159571	2	6779455	98.894928091189	mental disorders	Schizophrenia and other psychotic disorders	0	0	0	0	0	Date F29 first reported (unspecified nonorganic psychosis);Date F25 first reported (schizoaffective disorders)	schizophrenia	0	0	Not druggable	5	0
SAMD11	555	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6763469	98.6617331927104	digestive	Inflammatory bowel disease and other gastroenteritis and colitis	0	Diagnoses - main ICD10: K51 Ulcerative colitis;Ulcerative colitis;Inflammatory bowel disease and other gastroenteritis and colitis	0	0	0	Date K50 first reported (crohn's disease [regional enteritis]);Date K51 first reported (ulcerative colitis)	0	0	0	Not druggable	4	0
ZBTB22	697	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0	1.5227473765974	2	6834265	99.6944659609261	dermatologic	Sarcoidosis	0	Sarcoidosis	0	Sarcoidosis	0	0	0	0	0	Not druggable	6	0
SCIMP	250	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6820312	99.4909273384769	endocrine/metabolic	Diabetes mellitus	0	Eye problems/disorders: Diabetes related eye disease;Type 2 diabetes;Diabetes mellitus	ArteryTibial;BrainFrontalCortexBA9	0	0	Date E11 first reported (non-insulin-dependent diabetes mellitus)	0	0	0	Not druggable	5	0
MATN4	340	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	1	0	0	1.11277915490509	3	6786602	98.999184561815	neurological	Migraine	0	Non-cancer illness code, self-reported: migraine	0	0	0	Date G43 first reported (migraine)	0	0	0	DRUGGABLE GENOME	5	0
YIPF5	427	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	1	1.10728347878633	4	6782850	98.9444524675393	circulatory system	Cardiac dysrhythmias	0	Atrial fibrillation and flutter	ArteryTibial;EsophagusMuscularis	0	0	Date I48 first reported (atrial fibrillation and flutter)	0	0	0	Not druggable	5	0
NFKBIL1	411	NA	NA	NA	NA	NA	0	1	1	1	0	1	0	0	0	1	0	2.14844940445261	5	6848933	99.9084346066714	circulatory system	Ischemic Heart Disease	0	Non-cancer illness code, self-reported: heart attack/myocardial infarction;Vascular/heart problems diagnosed by doctor: Heart attack;Diagnoses - main ICD10: I21 Acute myocardial infarction	ArteryTibial	Angina pectoris	AdiposeSubcutaneous;ArteryAorta;ArteryTibial	Date I21 first reported (acute myocardial infarction);Date I20 first reported (angina pectoris);Date I25 first reported (chronic ischaemic heart disease)	0	0	0	Not druggable	6	0
STAR	565	NA	NA	NA	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0.972272899829516	3	6763963	98.6689393906241	digestive	Anal and rectal conditions	0	0	SkinNotSunExposedSuprapubic	0	0	0	0	star syndrome, 300707 (3)	0	Not druggable	4	0
ALDH3B1	381	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6743419	98.3692549170631	sense organs	Otitis media and Eustachian tube disorders	0	Otorrhea	0	0	0	Date H65 first reported (nonsuppurative otitis media)	0	0	0	DRUGGABLE GENOME	4	0
CDCA3	939	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	1	0	0	1.44810935975741	4	6828597	99.6117843217057	dermatologic	Atopic/contact dermatitis due to other or unspecified	0	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	MuscleSkeletal;Ovary;SkinNotSunExposedSuprapubic	0	0	Date L25 first reported (unspecified contact dermatitis);Date L23 first reported (allergic contact dermatitis)	0	0	0	Not druggable	5	0
OXSM	747	NA	NA	NA	NA	NA	0	0	0	1	1	0	0	0	0	0	0	0.992945238071303	2	6768134	98.7297836244258	congenital anomalies	Cardiac and circulatory congenital anomalies	0	0	MuscleSkeletal	0	0	0	congenital heart disease	0	0	Not druggable	4	0
USH2A	364	NA	NA	NA	NA	NA	0	0	0	0	1	1	0	0	0	0	0	1.06968744159571	2	6779760	98.8993772619657	sense organs	Corneal opacity and other disorders of cornea	0	0	0	0	0	Date H18 first reported (other disorders of cornea)	keratoconus	0	0	DRUGGABLE GENOME	5	0
INTS1	350	NA	NA	NA	NA	NA	1	0	0	1	0	1	0	0	0	0	0	1.23389794530968	3	6799262	99.1838616176601	neurological	Abnormal movement	0	0	ArteryAorta;BrainCortex;BrainFrontalCortexBA9;BrainHippocampus;BrainPutamenbasalganglia;EsophagusGastroesophagealJunction;Ovary	0	0	Date G24 first reported (dystonia)	0	neurodevelopmental disorder with cataracts, poor growth, and dysmorphic facies, 618571 (3)	0	Not druggable	5	0
CYP2B6	550	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	1	0	1.175961411487	4	6792288	99.0821287750485	digestive	Abdominal hernia	0	Diagnoses - main ICD10: K42 Umbilical hernia	ColonTransverse	0	ColonTransverse	Date K43 first reported (ventral hernia);Date K46 first reported (unspecified abdominal hernia);Date K40 first reported (inguinal hernia)	0	0	0	DRUGGABLE GENOME	5	0
FAM189A2	340	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6759178	98.5991384654883	neurological	Migraine	0	Non-cancer illness code, self-reported: migraine;Pain type(s) experienced in last month: Headache	0	0	0	Date G43 first reported (migraine)	0	0	0	Not druggable	4	0
ATRAID	272	NA	NA	NA	NA	NA	0	1	1	1	0	0	0	0	0	1	0	1.73637699607588	4	6840654	99.7876651481136	endocrine/metabolic	Disorders of lipoid metabolism	0	Non-cancer illness code, self-reported: high cholesterol;Hypercholesterolemia;Hyperlipidemia;Disorders of lipoid metabolism	ArteryTibial	Hypercholesterolemia,Hyperlipidemia	ArteryTibial	0	0	0	0	DRUGGABLE GENOME	6	0
RASIP1	695	NA	NA	NA	NA	NA	0	0	0	1	0	1	0	1	0	1	1	1.30748152346243	5	6821291	99.5052084472977	dermatologic	Erythematous conditions	0	0	ArteryCoronary;ColonTransverse	0	ArteryAorta;ColonTransverse	Date L71 first reported (rosacea);Date M32 first reported (systemic lupus erythematosus)	0	0	Pediatric autoimmune diseases	Not druggable	5	0
ZNF732	550	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6817887	99.455552783941	digestive	Abdominal hernia	0	Diagnoses - main ICD10: K43 Ventral hernia	AdiposeVisceralOmentum	0	0	Date K42 first reported (umbilical hernia)	0	0	0	Not druggable	5	0
PPARA	395	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6752665	98.5041304350997	circulatory system	Heart valve disorders	0	Nonrheumatic mitral valve disorders	0	0	0	Date I35 first reported (nonrheumatic aortic valve disorders);Date I34 first reported (nonrheumatic mitral valve disorders)	0	0	0	DRUGGABLE GENOME	4	0
GAN	350	NA	NA	NA	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0.972272899829516	3	6764235	98.6729071757102	neurological	Abnormal movement	0	0	ArteryAorta;Ovary	0	0	0	0	giant axonal neuropathy-1, 256850 (3)	0	DRUGGABLE GENOME	4	0
MRPL36	315	NA	NA	NA	NA	NA	0	0	0	1	1	0	0	0	0	0	0	0.992945238071303	2	6768759	98.7389007776567	mental disorders	Develomental delays and disorders	0	0	MinorSalivaryGland;Thyroid	0	0	0	developmental disorder	0	0	Not druggable	4	0
VWCE	367	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6773996	98.8152952280091	sense organs	Disorders of refraction and accommodation; blindness and low vision	0	Reason for glasses/contact lenses: For short-sightedness, i.e. only or mainly for distance viewing such as driving, cinema etc (called 'myopia')	BrainHypothalamus	0	0	0	0	0	0	Not druggable	5	0
ATP2C2	340	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6762824	98.6523242905761	neurological	Migraine	0	Migraine	0	0	0	Date G43 first reported (migraine)	0	0	0	DRUGGABLE GENOME	4	0
PUSL1	401	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6742097	98.3499703145491	circulatory system	Hypertension	0	Non-cancer illness code, self-reported: hypertension;Essential hypertension;Hypertension	0	0	0	Date I12 first reported (hypertensive renal disease)	0	0	0	Not druggable	4	0
NPAT	574	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6752590	98.503036376712	digestive	Cholelithiasis and cholecystitis	0	Cholelithiasis with other cholecystitis	0	0	0	Date K80 first reported (cholelithiasis)	0	0	0	Not druggable	4	0
P3H3	379	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6812605	99.378501898556	sense organs	Other disorders of eye	0	Eye problems/disorders: Injury or trauma resulting in loss of vision;Eye problems/disorders: Other serious eye condition	ColonTransverse;Pancreas	0	0	Date H27 first reported (other disorders of lens)	0	0	0	DRUGGABLE GENOME	5	0
MYO1A	512	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0.972487992965613	1	6765508	98.6914769934109	respiratory	Other symptoms of respiratory system	0	0	0	Wheeze or whistling in the chest in last year	0	0	0	0	0	Not druggable	4	0
ATP6V1G2	244	NA	NA	NA	NA	NA	0	1	1	1	0	0	0	0	0	1	0	1.73637699607588	4	6839795	99.7751345327131	endocrine/metabolic	Hypothyroidism	0	Non-cancer illness code, self-reported: hypothyroidism/myxoedema;Secondary hypothyroidism;Hypothyroidism NOS;Hypothyroidism	Spleen;WholeBlood	Hypothyroidism NOS,Secondary hypothyroidism	CellsEBVtransformedlymphocytes;Spleen;WholeBlood	0	0	0	0	Not druggable	6	0
MORN1	476	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6777155	98.8613769672993	respiratory	Allergic rhinitis	0	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	Prostate	0	0	0	0	0	0	Not druggable	5	0
S100A4	512	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0.972487992965613	1	6764704	98.6797486874946	respiratory	Other symptoms of respiratory system	0	0	0	Wheeze or whistling in the chest in last year	0	0	0	0	0	Not druggable	4	0
ZNF772	571	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6775200	98.8328585119931	digestive	Chronic liver disease and cirrhosis	0	Chronic liver disease and cirrhosis	Prostate	0	0	0	0	0	0	Not druggable	5	0
HLA-DQA2	471	NA	NA	NA	NA	NA	0	1	1	1	0	1	0	0	1	1	0	2.29889676734919	6	6851412	99.9445968832465	respiratory	Nasal polyps	0	Non-cancer illness code, self-reported: nasal polyps;Diagnoses - main ICD10: J33 Nasal polyp;Nasal polyps	Liver	Nasal polyp,Nasal polyps	KidneyCortex;Liver	Date J33 first reported (nasal polyp)	0	0	0	DRUGGABLE GENOME	6	0
MRPL46	401	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6741946	98.3477676103285	circulatory system	Hypertension	0	Non-cancer illness code, self-reported: essential hypertension	0	0	0	Date I12 first reported (hypertensive renal disease)	0	0	0	Not druggable	4	0
HLA-DQA1	715	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0	1.5227473765974	2	6833238	99.6794846547371	musculoskeletal	Other inflammatory spondylopathies	0	Ankylosing spondylitis;Other inflammatory spondylopathies	0	Ankylosing spondylitis	0	0	0	0	0	Not druggable	6	0
MUC22	561	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0.972487992965613	1	6765567	98.6923376526758	digestive	Symptoms involving digestive system	0	0	0	Diarrhea	0	0	0	0	0	Not druggable	4	0
TUBGCP2	315	NA	NA	NA	NA	NA	0	0	0	1	1	1	0	0	0	0	0	1.40501764644804	3	6824692	99.554820348319	mental disorders	Develomental delays and disorders	0	0	Thyroid	0	0	Date F80 first reported (specific developmental disorders of speech and language)	microcephaly and developmental delay;developmental delay;neurodevelopmental disorder;developmental disorder	0	0	Not druggable	5	0
BDKRB2	275	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6751095	98.4812281461837	hematopoietic	Disorders of iron metabolism	0	Non-cancer illness code, self-reported: iron deficiency anaemia	0	0	0	Date E83 first reported (disorders of mineral metabolism)	0	0	0	DRUGGABLE GENOME	4	0
LYRM7	939	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6761326	98.6304722977122	dermatologic	Atopic/contact dermatitis due to other or unspecified	0	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	0	0	0	Date L27 first reported (dermatitis due to substances taken internally)	0	0	0	Not druggable	4	0
